"Time_h","P_mm_h","Pe_mm_h","Q_total_m3s","Q_base_m3s","Q_direct_m3s","Q_SCS_UH_m3s","Q_Clark_UH_m3s","Q_GIUH_m3s"
6.945,0,0,0.36282,0.28951,0.07331,0.04813,0.00023,0.00276
6.95,0,0,0.3632,0.28981,0.07339,0.04821,0.00023,0.00278
6.955,0,0,0.36358,0.29011,0.07347,0.04829,0.00023,0.0028
6.96,0,0,0.36396,0.29042,0.07354,0.04838,0.00023,0.00282
6.965,0,0,0.36434,0.29072,0.07362,0.04846,0.00023,0.00284
6.97,0,0,0.36472,0.29103,0.07369,0.04854,0.00023,0.00286
6.975,0,0,0.3651,0.29133,0.07377,0.04862,0.00023,0.00288
6.98,0,0,0.36548,0.29163,0.07385,0.0487,0.00023,0.0029
6.985,0,0,0.36586,0.29194,0.07392,0.04878,0.00023,0.00292
6.99,0,0,0.36624,0.29224,0.074,0.04886,0.00023,0.00294
6.995,0,0,0.36662,0.29255,0.07407,0.04894,0.00023,0.00296
7,0,0,0.367,0.29285,0.07415,0.04903,0.00023,0.00298
7.005,0,0,0.3674,0.29316,0.07424,0.04911,0.00023,0.003
7.01,0,0,0.3678,0.29347,0.07433,0.04919,0.00023,0.00302
7.015,0,0,0.3682,0.29378,0.07442,0.04927,0.00023,0.00304
7.02,0,0,0.3686,0.2941,0.0745,0.04935,0.00023,0.00306
7.025,0,0,0.369,0.29442,0.07458,0.04943,0.00023,0.00308
7.03,0,0,0.3694,0.29474,0.07466,0.04951,0.00023,0.00311
7.035,0,0,0.3698,0.29505,0.07475,0.04959,0.00023,0.00313
7.04,0,0,0.3702,0.29537,0.07483,0.04968,0.00023,0.00315
7.045,0,0,0.3706,0.29569,0.07491,0.04976,0.00023,0.00317
7.05,0,0,0.371,0.29601,0.07499,0.04984,0.00023,0.00319
7.055,0,0,0.3714,0.29633,0.07507,0.04992,0.00023,0.00321
7.06,0,0,0.3718,0.29665,0.07515,0.05,0.00023,0.00324
7.065,0,0,0.3722,0.29697,0.07523,0.05008,0.00023,0.00326
7.07,0,0,0.3726,0.29729,0.07531,0.05016,0.00023,0.00328
7.075,0,0,0.373,0.29761,0.07539,0.05024,0.00023,0.0033
7.08,0,0,0.3734,0.29793,0.07547,0.05032,0.00023,0.00333
7.085,0,0,0.3738,0.29825,0.07555,0.05041,0.00023,0.00335
7.09,0,0,0.3742,0.29857,0.07563,0.05049,0.00023,0.00337
7.095,0,0,0.3746,0.29889,0.07571,0.05057,0.00023,0.00339
7.1,0,0,0.375,0.29921,0.07579,0.05065,0.00023,0.00342
7.105,0,0,0.3754,0.29953,0.07587,0.05073,0.00023,0.00344
7.11,0,0,0.3758,0.29985,0.07595,0.05081,0.00023,0.00346
7.115,0,0,0.3762,0.30017,0.07603,0.05089,0.00023,0.00349
7.12,0,0,0.3766,0.30049,0.07611,0.05097,0.00023,0.00351
7.125,0,0,0.377,0.30081,0.07619,0.05106,0.00024,0.00353
7.13,0,0,0.3774,0.30113,0.07627,0.05114,0.00024,0.00356
7.135,0,0,0.3778,0.30145,0.07635,0.05122,0.00024,0.00358
7.14,0,0,0.3782,0.30177,0.07643,0.0513,0.00024,0.00361
7.145,0,0,0.3786,0.30209,0.07651,0.05138,0.00024,0.00363
7.15,0,0,0.379,0.30241,0.07659,0.05146,0.00024,0.00365
7.155,0,0,0.3794,0.30273,0.07667,0.05154,0.00024,0.00368
7.16,0,0,0.3798,0.30305,0.07675,0.05162,0.00024,0.0037
7.165,0,0,0.3802,0.30337,0.07683,0.05171,0.00024,0.00373
7.17,0,0,0.3806,0.30369,0.07691,0.05179,0.00024,0.00375
7.175,0,0,0.381,0.30401,0.07699,0.05187,0.00024,0.00378
7.18,0,0,0.3814,0.30433,0.07707,0.05195,0.00024,0.0038
7.185,0,0,0.3818,0.30465,0.07715,0.05203,0.00024,0.00383
7.19,0,0,0.3822,0.30497,0.07723,0.05211,0.00024,0.00385
7.195,0,0,0.3826,0.30529,0.07731,0.05219,0.00024,0.00388
7.2,0,0,0.383,0.30561,0.07739,0.05227,0.00024,0.0039
7.205,0,0,0.3834,0.30593,0.07747,0.05236,0.00024,0.00393
7.21,0,0,0.3838,0.30625,0.07755,0.05244,0.00024,0.00395
7.215,0,0,0.3842,0.30657,0.07763,0.05252,0.00024,0.00398
7.22,0,0,0.3846,0.30689,0.07771,0.0526,0.00024,0.00401
7.225,0,0,0.385,0.30721,0.07779,0.05268,0.00024,0.00403
7.23,0,0,0.3854,0.30753,0.07787,0.05276,0.00024,0.00406
7.235,0,0,0.3858,0.30785,0.07795,0.05284,0.00024,0.00409
7.24,0,0,0.3862,0.30817,0.07803,0.05292,0.00024,0.00411
7.245,0,0,0.3866,0.30849,0.07811,0.05301,0.00024,0.00414
7.25,0,0,0.387,0.30881,0.07819,0.05309,0.00024,0.00417
7.255,0,0,0.3874,0.30913,0.07827,0.05317,0.00024,0.00419
7.26,0,0,0.3878,0.30945,0.07835,0.05325,0.00024,0.00422
7.265,0,0,0.3882,0.30977,0.07843,0.05333,0.00024,0.00425
7.27,0,0,0.3886,0.31009,0.07851,0.05341,0.00024,0.00428
7.275,0,0,0.389,0.31041,0.07859,0.05349,0.00024,0.0043
7.28,0,0,0.3894,0.31073,0.07867,0.05357,0.00024,0.00433
7.285,0,0,0.3898,0.31105,0.07875,0.05366,0.00024,0.00436
7.29,0,0,0.3902,0.31137,0.07883,0.05374,0.00024,0.00439
7.295,0,0,0.3906,0.31169,0.07891,0.05382,0.00024,0.00441
7.3,0,0,0.391,0.31201,0.07899,0.0539,0.00024,0.00444
7.305,0,0,0.3914,0.31233,0.07907,0.05398,0.00024,0.00447
7.31,0,0,0.3918,0.31265,0.07915,0.05406,0.00024,0.0045
7.315,0,0,0.3922,0.31297,0.07923,0.05414,0.00024,0.00453
7.32,0,0,0.3926,0.31329,0.07931,0.05422,0.00024,0.00456
7.325,0,0,0.393,0.31361,0.07939,0.05431,0.00024,0.00459
7.33,0,0,0.3934,0.31393,0.07947,0.05439,0.00024,0.00462
7.335,0,0,0.3938,0.31425,0.07955,0.05447,0.00024,0.00465
7.34,0,0,0.3942,0.31457,0.07963,0.05455,0.00024,0.00467
7.345,0,0,0.3946,0.31489,0.07971,0.05463,0.00024,0.0047
7.35,0,0,0.395,0.31521,0.07979,0.05471,0.00024,0.00473
7.355,0,0,0.3954,0.31553,0.07987,0.05479,0.00024,0.00476
7.36,0,0,0.3958,0.31585,0.07995,0.05487,0.00024,0.00479
7.365,0,0,0.3962,0.31617,0.08003,0.05496,0.00024,0.00482
7.37,0,0,0.3966,0.31649,0.08011,0.05504,0.00024,0.00485
7.375,0,0,0.397,0.31681,0.08019,0.05512,0.00024,0.00489
7.38,0,0,0.3974,0.31713,0.08027,0.0552,0.00024,0.00492
7.385,0,0,0.3978,0.31745,0.08035,0.05528,0.00024,0.00495
7.39,0,0,0.3982,0.31777,0.08043,0.05536,0.00025,0.00498
7.395,0,0,0.3986,0.31809,0.08051,0.05544,0.00025,0.00501
7.4,0,0,0.399,0.31841,0.08059,0.05552,0.00025,0.00504
7.405,0,0,0.3994,0.31873,0.08067,0.05561,0.00025,0.00507
7.41,0,0,0.3998,0.31905,0.08075,0.05569,0.00025,0.0051
7.415,0,0,0.4002,0.31937,0.08083,0.05577,0.00025,0.00513
7.42,0,0,0.4006,0.31969,0.08091,0.05585,0.00025,0.00517
7.425,0,0,0.401,0.32001,0.08099,0.05593,0.00025,0.0052
7.43,0,0,0.4014,0.32033,0.08107,0.05601,0.00025,0.00523
7.435,0,0,0.4018,0.32065,0.08115,0.05609,0.00025,0.00526
7.44,0,0,0.4022,0.32097,0.08123,0.05617,0.00025,0.0053
7.445,0,0,0.4026,0.32129,0.08131,0.05626,0.00025,0.00533
7.45,0,0,0.403,0.32161,0.08139,0.05634,0.00025,0.00536
7.455,0,0,0.4034,0.32193,0.08147,0.05642,0.00025,0.00539
7.46,0,0,0.4038,0.32225,0.08155,0.0565,0.00025,0.00543
7.465,0,0,0.4042,0.32257,0.08163,0.05658,0.00025,0.00546
7.47,0,0,0.4046,0.32289,0.08171,0.05666,0.00025,0.00549
7.475,0,0,0.405,0.32321,0.08179,0.05674,0.00025,0.00553
7.48,0,0,0.4054,0.32353,0.08187,0.05682,0.00025,0.00556
7.485,0,0,0.4058,0.32385,0.08195,0.05691,0.00025,0.0056
7.49,0,0,0.4062,0.32417,0.08203,0.05699,0.00025,0.00563
7.495,0,0,0.4066,0.32449,0.08211,0.05707,0.00025,0.00566
7.5,0,0,0.407,0.32481,0.08219,0.05715,0.00025,0.0057
7.505,0,0,0.40742,0.32514,0.08228,0.05723,0.00025,0.00573
7.51,0,0,0.40784,0.32546,0.08238,0.05731,0.00025,0.00577
7.515,0,0,0.40826,0.32579,0.08247,0.05739,0.00025,0.0058
7.52,0,0,0.40868,0.32613,0.08255,0.05747,0.00025,0.00584
7.525,0,0,0.4091,0.32646,0.08264,0.05756,0.00025,0.00587
7.53,0,0,0.40952,0.32679,0.08273,0.05764,0.00025,0.00591
7.535,0,0,0.40994,0.32713,0.08281,0.05772,0.00025,0.00594
7.54,0,0,0.41036,0.32746,0.0829,0.0578,0.00025,0.00598
7.545,0,0,0.41078,0.3278,0.08298,0.05788,0.00025,0.00602
7.55,0,0,0.4112,0.32813,0.08307,0.05796,0.00025,0.00605
7.555,0,0,0.41162,0.32847,0.08315,0.05804,0.00025,0.00609
7.56,0,0,0.41204,0.3288,0.08324,0.05812,0.00025,0.00612
7.565,0,0,0.41246,0.32914,0.08332,0.0582,0.00025,0.00616
7.57,0,0,0.41288,0.32948,0.0834,0.05829,0.00025,0.0062
7.575,0,0,0.4133,0.32981,0.08349,0.05837,0.00025,0.00623
7.58,0,0,0.41372,0.33015,0.08357,0.05845,0.00025,0.00627
7.585,0,0,0.41414,0.33048,0.08366,0.05853,0.00025,0.00631
7.59,0,0,0.41456,0.33082,0.08374,0.05861,0.00025,0.00635
7.595,0,0,0.41498,0.33116,0.08382,0.05869,0.00025,0.00638
7.6,0,0,0.4154,0.33149,0.08391,0.05877,0.00025,0.00642
7.605,0,0,0.41582,0.33183,0.08399,0.05885,0.00025,0.00646
7.61,0,0,0.41624,0.33216,0.08408,0.05894,0.00025,0.0065
7.615,0,0,0.41666,0.3325,0.08416,0.05902,0.00025,0.00654
7.62,0,0,0.41708,0.33284,0.08424,0.0591,0.00025,0.00658
7.625,0,0,0.4175,0.33317,0.08433,0.05918,0.00025,0.00661
7.63,0,0,0.41792,0.33351,0.08441,0.05926,0.00025,0.00665
7.635,0,0,0.41834,0.33384,0.0845,0.05934,0.00025,0.00669
7.64,0,0,0.41876,0.33418,0.08458,0.05942,0.00025,0.00673
7.645,0,0,0.41918,0.33452,0.08466,0.0595,0.00025,0.00677
7.65,0,0,0.4196,0.33485,0.08475,0.05959,0.00025,0.00681
7.655,0,0,0.42002,0.33519,0.08483,0.05967,0.00025,0.00685
7.66,0,0,0.42044,0.33552,0.08492,0.05975,0.00025,0.00689
7.665,0,0,0.42086,0.33586,0.085,0.05983,0.00025,0.00693
7.67,0,0,0.42128,0.3362,0.08508,0.05991,0.00026,0.00697
7.675,0,0,0.4217,0.33653,0.08517,0.05999,0.00026,0.00701
7.68,0,0,0.42212,0.33687,0.08525,0.06007,0.00026,0.00705
7.685,0,0,0.42254,0.3372,0.08534,0.06015,0.00026,0.00709
7.69,0,0,0.42296,0.33754,0.08542,0.06024,0.00026,0.00713
7.695,0,0,0.42338,0.33788,0.0855,0.06032,0.00026,0.00718
7.7,0,0,0.4238,0.33821,0.08559,0.0604,0.00026,0.00722
7.705,0,0,0.42422,0.33855,0.08567,0.06048,0.00026,0.00726
7.71,0,0,0.42464,0.33888,0.08576,0.06056,0.00026,0.0073
7.715,0,0,0.42506,0.33922,0.08584,0.06064,0.00026,0.00734
7.72,0,0,0.42548,0.33956,0.08592,0.06072,0.00026,0.00738
7.725,0,0,0.4259,0.33989,0.08601,0.0608,0.00026,0.00743
7.73,0,0,0.42632,0.34023,0.08609,0.06089,0.00026,0.00747
7.735,0,0,0.42674,0.34056,0.08618,0.06097,0.00026,0.00751
7.74,0,0,0.42716,0.3409,0.08626,0.06105,0.00026,0.00756
7.745,0,0,0.42758,0.34124,0.08634,0.06113,0.00026,0.0076
7.75,0,0,0.428,0.34157,0.08643,0.06121,0.00026,0.00764
7.755,0,0,0.42842,0.34191,0.08651,0.06129,0.00026,0.00769
7.76,0,0,0.42884,0.34224,0.0866,0.06137,0.00026,0.00773
7.765,0,0,0.42926,0.34258,0.08668,0.06145,0.00026,0.00777
7.77,0,0,0.42968,0.34292,0.08676,0.06154,0.00026,0.00782
7.775,0,0,0.4301,0.34325,0.08685,0.06162,0.00026,0.00786
7.78,0,0,0.43052,0.34359,0.08693,0.0617,0.00026,0.00791
7.785,0,0,0.43094,0.34392,0.08702,0.06178,0.00026,0.00795
7.79,0,0,0.43136,0.34426,0.0871,0.06186,0.00026,0.008
7.795,0,0,0.43178,0.3446,0.08718,0.06194,0.00026,0.00804
7.8,0,0,0.4322,0.34493,0.08727,0.06202,0.00026,0.00809
7.805,0,0,0.43262,0.34527,0.08735,0.0621,0.00026,0.00813
7.81,0,0,0.43304,0.3456,0.08744,0.06219,0.00026,0.00818
7.815,0,0,0.43346,0.34594,0.08752,0.06227,0.00026,0.00822
7.82,0,0,0.43388,0.34628,0.0876,0.06235,0.00026,0.00827
7.825,0,0,0.4343,0.34661,0.08769,0.06243,0.00026,0.00832
7.83,0,0,0.43472,0.34695,0.08777,0.06251,0.00026,0.00836
7.835,0,0,0.43514,0.34728,0.08786,0.06259,0.00026,0.00841
7.84,0,0,0.43556,0.34762,0.08794,0.06267,0.00026,0.00846
7.845,0,0,0.43598,0.34796,0.08802,0.06275,0.00026,0.0085
7.85,0,0,0.4364,0.34829,0.08811,0.06284,0.00026,0.00855
7.855,0,0,0.43682,0.34863,0.08819,0.06292,0.00026,0.0086
7.86,0,0,0.43724,0.34896,0.08828,0.063,0.00026,0.00865
7.865,0,0,0.43766,0.3493,0.08836,0.06308,0.00026,0.00869
7.87,0,0,0.43808,0.34964,0.08844,0.06316,0.00026,0.00874
7.875,0,0,0.4385,0.34997,0.08853,0.06324,0.00026,0.00879
7.88,0,0,0.43892,0.35031,0.08861,0.06332,0.00026,0.00884
7.885,0,0,0.43934,0.35064,0.0887,0.0634,0.00026,0.00889
7.89,0,0,0.43976,0.35098,0.08878,0.06349,0.00026,0.00894
7.895,0,0,0.44018,0.35132,0.08886,0.06357,0.00026,0.00899
7.9,0,0,0.4406,0.35165,0.08895,0.06365,0.00026,0.00903
7.905,0,0,0.44102,0.35199,0.08903,0.06373,0.00026,0.00908
7.91,0,0,0.44144,0.35232,0.08912,0.06381,0.00026,0.00913
7.915,0,0,0.44186,0.35266,0.0892,0.06389,0.00026,0.00918
7.92,0,0,0.44228,0.353,0.08928,0.06397,0.00026,0.00923
7.925,0,0,0.4427,0.35333,0.08937,0.06405,0.00026,0.00928
7.93,0,0,0.44312,0.35367,0.08945,0.06414,0.00026,0.00934
7.935,0,0,0.44354,0.354,0.08954,0.06422,0.00026,0.00939
7.94,0,0,0.44396,0.35434,0.08962,0.0643,0.00026,0.00944
7.945,0,0,0.44438,0.35468,0.0897,0.06438,0.00026,0.00949
7.95,0,0,0.4448,0.35501,0.08979,0.06446,0.00026,0.00954
7.955,0,0,0.44522,0.35535,0.08987,0.06454,0.00027,0.00959
7.96,0,0,0.44564,0.35568,0.08996,0.06462,0.00027,0.00964
7.965,0,0,0.44606,0.35602,0.09004,0.0647,0.00027,0.0097
7.97,0,0,0.44648,0.35636,0.09012,0.06479,0.00027,0.00975
7.975,0,0,0.4469,0.35669,0.09021,0.06487,0.00027,0.0098
7.98,0,0,0.44732,0.35703,0.09029,0.06495,0.00027,0.00985
7.985,0,0,0.44774,0.35736,0.09038,0.06503,0.00027,0.00991
7.99,0,0,0.44816,0.3577,0.09046,0.06511,0.00027,0.00996
7.995,0,0,0.44858,0.35804,0.09054,0.06519,0.00027,0.01001
8,0,0,0.449,0.35837,0.09063,0.06527,0.00027,0.01007
8.005,0,0,0.44942,0.35871,0.09071,0.06535,0.00027,0.01012
8.01,0,0,0.44984,0.35904,0.0908,0.06544,0.00027,0.01018
8.015,0,0,0.45026,0.35938,0.09088,0.06552,0.00027,0.01023
8.02,0,0,0.45068,0.35972,0.09096,0.0656,0.00027,0.01028
8.025,0,0,0.4511,0.36005,0.09105,0.06568,0.00027,0.01034
8.03,0,0,0.45152,0.36039,0.09113,0.06576,0.00027,0.01039
8.035,0,0,0.45194,0.36072,0.09122,0.06584,0.00027,0.01045
8.04,0,0,0.45236,0.36106,0.0913,0.06592,0.00027,0.01051
8.045,0,0,0.45278,0.3614,0.09138,0.066,0.00027,0.01056
8.05,0,0,0.4532,0.36173,0.09147,0.06609,0.00027,0.01062
8.055,0,0,0.45362,0.36207,0.09155,0.06617,0.00027,0.01067
8.06,0,0,0.45404,0.3624,0.09164,0.06625,0.00027,0.01073
8.065,0,0,0.45446,0.36274,0.09172,0.06633,0.00027,0.01079
8.07,0,0,0.45488,0.36308,0.0918,0.06641,0.00027,0.01084
8.075,0,0,0.4553,0.36341,0.09189,0.06649,0.00027,0.0109
8.08,0,0,0.45572,0.36375,0.09197,0.06657,0.00027,0.01096
8.085,0,0,0.45614,0.36408,0.09206,0.06665,0.00027,0.01102
8.09,0,0,0.45656,0.36442,0.09214,0.06673,0.00027,0.01107
8.095,0,0,0.45698,0.36476,0.09222,0.06682,0.00027,0.01113
8.1,0,0,0.4574,0.36509,0.09231,0.0669,0.00027,0.01119
8.105,0,0,0.45782,0.36543,0.09239,0.06698,0.00027,0.01125
8.11,0,0,0.45824,0.36576,0.09248,0.06706,0.00027,0.01131
8.115,0,0,0.45866,0.3661,0.09256,0.06714,0.00027,0.01137
8.12,0,0,0.45908,0.36644,0.09264,0.06722,0.00027,0.01142
8.125,0,0,0.4595,0.36677,0.09273,0.0673,0.00027,0.01148
8.13,0,0,0.45992,0.36711,0.09281,0.06738,0.00027,0.01154
8.135,0,0,0.46034,0.36744,0.0929,0.06747,0.00027,0.0116
8.14,0,0,0.46076,0.36778,0.09298,0.06755,0.00027,0.01166
8.145,0,0,0.46118,0.36812,0.09306,0.06763,0.00027,0.01172
8.15,0,0,0.4616,0.36845,0.09315,0.06771,0.00027,0.01179
8.155,0,0,0.46202,0.36879,0.09323,0.06779,0.00027,0.01185
8.16,0,0,0.46244,0.36912,0.09332,0.06787,0.00027,0.01191
8.165,0,0,0.46286,0.36946,0.0934,0.06795,0.00027,0.01197
8.17,0,0,0.46328,0.3698,0.09348,0.06803,0.00027,0.01203
8.175,0,0,0.4637,0.37013,0.09357,0.06812,0.00027,0.01209
8.18,0,0,0.46412,0.37047,0.09365,0.0682,0.00027,0.01215
8.185,0,0,0.46454,0.3708,0.09374,0.06828,0.00027,0.01222
8.19,0,0,0.46496,0.37114,0.09382,0.06836,0.00027,0.01228
8.195,0,0,0.46538,0.37148,0.0939,0.06844,0.00027,0.01234
8.2,0,0,0.4658,0.37181,0.09399,0.06852,0.00027,0.01241
8.205,0,0,0.46622,0.37215,0.09407,0.0686,0.00027,0.01247
8.21,0,0,0.46664,0.37248,0.09416,0.06868,0.00027,0.01253
8.215,0,0,0.46706,0.37282,0.09424,0.06877,0.00027,0.0126
8.22,0,0,0.46748,0.37316,0.09432,0.06885,0.00027,0.01266
8.225,0,0,0.4679,0.37349,0.09441,0.06893,0.00027,0.01273
8.23,0,0,0.46832,0.37383,0.09449,0.06901,0.00027,0.01279
8.235,0,0,0.46874,0.37416,0.09458,0.06909,0.00027,0.01285
8.24,0,0,0.46916,0.3745,0.09466,0.06917,0.00027,0.01292
8.245,0,0,0.46958,0.37484,0.09474,0.06925,0.00027,0.01299
8.25,0,0,0.47,0.37517,0.09483,0.06933,0.00027,0.01305
8.255,0,0,0.47042,0.37551,0.09491,0.06942,0.00028,0.01312
8.26,0,0,0.47084,0.37584,0.095,0.0695,0.00028,0.01318
8.265,0,0,0.47126,0.37618,0.09508,0.06958,0.00028,0.01325
8.27,0,0,0.47168,0.37652,0.09516,0.06966,0.00028,0.01332
8.275,0,0,0.4721,0.37685,0.09525,0.06974,0.00028,0.01338
8.28,0,0,0.47252,0.37719,0.09533,0.06982,0.00028,0.01345
8.285,0,0,0.47294,0.37752,0.09542,0.0699,0.00028,0.01352
8.29,0,0,0.47336,0.37786,0.0955,0.06998,0.00028,0.01359
8.295,0,0,0.47378,0.3782,0.09558,0.07007,0.00028,0.01365
8.3,0,0,0.4742,0.37853,0.09567,0.07015,0.00028,0.01372
8.305,0,0,0.47462,0.37887,0.09575,0.07023,0.00028,0.01379
8.31,0,0,0.47504,0.3792,0.09584,0.07031,0.00028,0.01386
8.315,0,0,0.47546,0.37954,0.09592,0.07039,0.00028,0.01393
8.32,0,0,0.47588,0.37988,0.096,0.07047,0.00028,0.014
8.325,0,0,0.4763,0.38021,0.09609,0.07055,0.00028,0.01407
8.33,0,0,0.47672,0.38055,0.09617,0.07063,0.00028,0.01414
8.335,0,0,0.47714,0.38088,0.09626,0.07072,0.00028,0.01421
8.34,0,0,0.47756,0.38122,0.09634,0.0708,0.00028,0.01428
8.345,0,0,0.47798,0.38156,0.09642,0.07088,0.00028,0.01435
8.35,0,0,0.4784,0.38189,0.09651,0.07096,0.00028,0.01442
8.355,0,0,0.47882,0.38223,0.09659,0.07104,0.00028,0.01449
8.36,0,0,0.47924,0.38256,0.09668,0.07112,0.00028,0.01456
8.365,0,0,0.47966,0.3829,0.09676,0.0712,0.00028,0.01463
8.37,0,0,0.48008,0.38324,0.09684,0.07128,0.00028,0.0147
8.375,0,0,0.4805,0.38357,0.09693,0.07137,0.00028,0.01478
8.38,0,0,0.48092,0.38391,0.09701,0.07145,0.00028,0.01485
8.385,0,0,0.48134,0.38424,0.0971,0.07153,0.00028,0.01492
8.39,0,0,0.48176,0.38458,0.09718,0.07161,0.00028,0.01499
8.395,0,0,0.48218,0.38492,0.09726,0.07169,0.00028,0.01507
8.4,0,0,0.4826,0.38525,0.09735,0.07177,0.00028,0.01514
8.405,0,0,0.48302,0.38559,0.09743,0.07185,0.00028,0.01522
8.41,0,0,0.48344,0.38592,0.09752,0.07193,0.00028,0.01529
8.415,0,0,0.48386,0.38626,0.0976,0.07202,0.00028,0.01536
8.42,0,0,0.48428,0.3866,0.09768,0.0721,0.00028,0.01544
8.425,0,0,0.4847,0.38693,0.09777,0.07218,0.00028,0.01551
8.43,0,0,0.48512,0.38727,0.09785,0.07226,0.00028,0.01559
8.435,0,0,0.48554,0.3876,0.09794,0.07234,0.00028,0.01566
8.44,0,0,0.48596,0.38794,0.09802,0.07242,0.00028,0.01574
8.445,0,0,0.48638,0.38828,0.0981,0.0725,0.00028,0.01582
8.45,0,0,0.4868,0.38861,0.09819,0.07258,0.00028,0.01589
8.455,0,0,0.48722,0.38895,0.09827,0.07267,0.00028,0.01597
8.46,0,0,0.48764,0.38928,0.09836,0.07275,0.00028,0.01605
8.465,0,0,0.48806,0.38962,0.09844,0.07283,0.00028,0.01612
8.47,0,0,0.48848,0.38996,0.09852,0.07291,0.00028,0.0162
8.475,0,0,0.4889,0.39029,0.09861,0.07299,0.00028,0.01628
8.48,0,0,0.48932,0.39063,0.09869,0.07307,0.00028,0.01636
8.485,0,0,0.48974,0.39096,0.09878,0.07315,0.00028,0.01644
8.49,0,0,0.49016,0.3913,0.09886,0.07323,0.00028,0.01651
8.495,0,0,0.49058,0.39164,0.09894,0.07332,0.00028,0.01659
8.5,0,0,0.491,0.39197,0.09903,0.0734,0.00028,0.01667
8.505,0,0,0.49144,0.39231,0.09913,0.07348,0.00028,0.01675
8.51,0,0,0.49188,0.39266,0.09922,0.07356,0.00028,0.01683
8.515,0,0,0.49232,0.393,0.09932,0.07364,0.00028,0.01691
8.52,0,0,0.49276,0.39335,0.09941,0.07372,0.00028,0.01699
8.525,0,0,0.4932,0.3937,0.0995,0.0738,0.00028,0.01707
8.53,0,0,0.49364,0.39405,0.09959,0.07388,0.00028,0.01715
8.535,0,0,0.49408,0.3944,0.09968,0.07397,0.00028,0.01723
8.54,0,0,0.49452,0.39475,0.09977,0.07405,0.00028,0.01732
8.545,0,0,0.49496,0.3951,0.09986,0.07413,0.00028,0.0174
8.55,0,0,0.4954,0.39545,0.09995,0.07421,0.00028,0.01748
8.555,0,0,0.49584,0.3958,0.10004,0.07429,0.00028,0.01756
8.56,0,0,0.49628,0.39616,0.10012,0.07437,0.00028,0.01765
8.565,0,0,0.49672,0.39651,0.10021,0.07445,0.00029,0.01773
8.57,0,0,0.49716,0.39686,0.1003,0.07453,0.00029,0.01781
8.575,0,0,0.4976,0.39721,0.10039,0.07462,0.00029,0.0179
8.58,0,0,0.49804,0.39756,0.10048,0.0747,0.00029,0.01798
8.585,0,0,0.49848,0.39792,0.10056,0.07478,0.00029,0.01806
8.59,0,0,0.49892,0.39827,0.10065,0.07486,0.00029,0.01815
8.595,0,0,0.49936,0.39862,0.10074,0.07494,0.00029,0.01823
8.6,0,0,0.4998,0.39897,0.10083,0.07502,0.00029,0.01832
8.605,0,0,0.50024,0.39932,0.10092,0.0751,0.00029,0.0184
8.61,0,0,0.50068,0.39968,0.101,0.07518,0.00029,0.01849
8.615,0,0,0.50112,0.40003,0.10109,0.07526,0.00029,0.01857
8.62,0,0,0.50156,0.40038,0.10118,0.07535,0.00029,0.01866
8.625,0,0,0.502,0.40073,0.10127,0.07543,0.00029,0.01875
8.63,0,0,0.50244,0.40108,0.10136,0.07551,0.00029,0.01883
8.635,0,0,0.50288,0.40144,0.10144,0.07559,0.00029,0.01892
8.64,0,0,0.50332,0.40179,0.10153,0.07567,0.00029,0.01901
8.645,0,0,0.50376,0.40214,0.10162,0.07575,0.00029,0.0191
8.65,0,0,0.5042,0.40249,0.10171,0.07583,0.00029,0.01919
8.655,0,0,0.50464,0.40284,0.1018,0.07591,0.00029,0.01927
8.66,0,0,0.50508,0.4032,0.10188,0.076,0.00029,0.01936
8.665,0,0,0.50552,0.40355,0.10197,0.07608,0.00029,0.01945
8.67,0,0,0.50596,0.4039,0.10206,0.07616,0.00029,0.01954
8.675,0,0,0.5064,0.40425,0.10215,0.07624,0.00029,0.01963
8.68,0,0,0.50684,0.4046,0.10224,0.07632,0.00029,0.01972
8.685,0,0,0.50728,0.40496,0.10232,0.0764,0.00029,0.01981
8.69,0,0,0.50772,0.40531,0.10241,0.07648,0.00029,0.0199
8.695,0,0,0.50816,0.40566,0.1025,0.07656,0.00029,0.01999
8.7,0,0,0.5086,0.40601,0.10259,0.07665,0.00029,0.02008
8.705,0,0,0.50904,0.40636,0.10268,0.07673,0.00029,0.02018
8.71,0,0,0.50948,0.40672,0.10276,0.07681,0.00029,0.02027
8.715,0,0,0.50992,0.40707,0.10285,0.07689,0.00029,0.02036
8.72,0,0,0.51036,0.40742,0.10294,0.07697,0.00029,0.02045
8.725,0,0,0.5108,0.40777,0.10303,0.07705,0.00029,0.02055
8.73,0,0,0.51124,0.40812,0.10312,0.07713,0.00029,0.02064
8.735,0,0,0.51168,0.40848,0.1032,0.07721,0.00029,0.02073
8.74,0,0,0.51212,0.40883,0.10329,0.0773,0.00029,0.02083
8.745,0,0,0.51256,0.40918,0.10338,0.07738,0.00029,0.02092
8.75,0,0,0.513,0.40953,0.10347,0.07746,0.00029,0.02101
8.755,0,0,0.51344,0.40988,0.10356,0.07754,0.00029,0.02111
8.76,0,0,0.51388,0.41024,0.10364,0.07762,0.00029,0.0212
8.765,0,0,0.51432,0.41059,0.10373,0.0777,0.00029,0.0213
8.77,0,0,0.51476,0.41094,0.10382,0.07778,0.00029,0.0214
8.775,0,0,0.5152,0.41129,0.10391,0.07786,0.00029,0.02149
