"Time_h","P_mm_h","Pe_mm_h","Q_total_m3s","Q_base_m3s","Q_direct_m3s","Q_SCS_UH_m3s","Q_Clark_UH_m3s","Q_GIUH_m3s"
3.655,20.06936,0.052,0.13899,0.11062,0.02837,0.00248,3e-05,0
3.66,19.99992,0.05194,0.13928,0.11085,0.02843,0.00251,3e-05,0
3.665,19.93048,0.05188,0.13957,0.11108,0.02849,0.00254,3e-05,0
3.67,19.86104,0.05181,0.13986,0.11132,0.02854,0.00257,3e-05,0
3.675,19.7916,0.05175,0.14015,0.11155,0.0286,0.00261,3e-05,0
3.68,19.72216,0.05168,0.14044,0.11178,0.02866,0.00264,3e-05,0
3.685,19.65272,0.05161,0.14073,0.11201,0.02872,0.00267,3e-05,0
3.69,19.58328,0.05154,0.14102,0.11224,0.02878,0.0027,3e-05,0
3.695,19.51384,0.05147,0.14131,0.11248,0.02883,0.00274,3e-05,0
3.7,19.4444,0.0514,0.1416,0.11271,0.02889,0.00277,3e-05,0
3.705,19.37496,0.05132,0.14189,0.11294,0.02895,0.0028,3e-05,0
3.71,19.30552,0.05125,0.14218,0.11317,0.02901,0.00284,3e-05,0
3.715,19.23608,0.05117,0.14247,0.1134,0.02907,0.00287,3e-05,0
3.72,19.16664,0.05109,0.14276,0.11364,0.02912,0.0029,3e-05,0
3.725,19.0972,0.05101,0.14305,0.11387,0.02918,0.00294,3e-05,0
3.73,19.02776,0.05093,0.14334,0.1141,0.02924,0.00297,3e-05,0
3.735,18.95832,0.05084,0.14363,0.11433,0.0293,0.00301,4e-05,0
3.74,18.88888,0.05076,0.14392,0.11456,0.02936,0.00304,4e-05,0
3.745,18.81944,0.05067,0.14421,0.1148,0.02941,0.00308,4e-05,0
3.75,18.75,0.05058,0.1445,0.11503,0.02947,0.00311,4e-05,0
3.755,18.68056,0.05049,0.14479,0.11526,0.02953,0.00315,4e-05,0
3.76,18.61112,0.0504,0.14508,0.11549,0.02959,0.00318,4e-05,0
3.765,18.54168,0.05031,0.14537,0.11572,0.02965,0.00322,4e-05,0
3.77,18.47224,0.05022,0.14566,0.11596,0.0297,0.00326,4e-05,0
3.775,18.4028,0.05012,0.14595,0.11619,0.02976,0.00329,4e-05,0
3.78,18.33336,0.05002,0.14624,0.11642,0.02982,0.00333,4e-05,0
3.785,18.26392,0.04993,0.14653,0.11665,0.02988,0.00336,4e-05,0
3.79,18.19448,0.04983,0.14682,0.11688,0.02994,0.0034,4e-05,0
3.795,18.12504,0.04973,0.14711,0.11712,0.02999,0.00344,4e-05,0
3.8,18.0556,0.04963,0.1474,0.11735,0.03005,0.00348,4e-05,0
3.805,17.98616,0.04952,0.14769,0.11758,0.03011,0.00351,4e-05,0
3.81,17.91672,0.04942,0.14798,0.11781,0.03017,0.00355,4e-05,0
3.815,17.84728,0.04931,0.14827,0.11804,0.03023,0.00359,4e-05,0
3.82,17.77784,0.04921,0.14856,0.11828,0.03028,0.00363,4e-05,0
3.825,17.7084,0.0491,0.14885,0.11851,0.03034,0.00367,4e-05,0
3.83,17.63896,0.04899,0.14914,0.11874,0.0304,0.0037,4e-05,0
3.835,17.56952,0.04888,0.14943,0.11897,0.03046,0.00374,4e-05,0
3.84,17.50008,0.04876,0.14972,0.1192,0.03052,0.00378,4e-05,0
3.845,17.43064,0.04865,0.15001,0.11944,0.03057,0.00382,4e-05,0
3.85,17.3612,0.04854,0.1503,0.11967,0.03063,0.00386,4e-05,0
3.855,17.29176,0.04842,0.15059,0.1199,0.03069,0.0039,4e-05,0
3.86,17.22232,0.0483,0.15088,0.12013,0.03075,0.00394,4e-05,0
3.865,17.15288,0.04819,0.15117,0.12036,0.03081,0.00398,4e-05,0
3.87,17.08344,0.04807,0.15146,0.1206,0.03086,0.00402,4e-05,0
3.875,17.014,0.04795,0.15175,0.12083,0.03092,0.00406,4e-05,0
3.88,16.94456,0.04783,0.15204,0.12106,0.03098,0.0041,4e-05,0
3.885,16.87512,0.0477,0.15233,0.12129,0.03104,0.00414,5e-05,0
3.89,16.80568,0.04758,0.15262,0.12152,0.0311,0.00418,5e-05,0
3.895,16.73624,0.04745,0.15291,0.12176,0.03115,0.00422,5e-05,0
3.9,16.6668,0.04733,0.1532,0.12199,0.03121,0.00427,5e-05,0
3.905,16.59736,0.0472,0.15349,0.12222,0.03127,0.00431,5e-05,0
3.91,16.52792,0.04707,0.15378,0.12245,0.03133,0.00435,5e-05,0
3.915,16.45848,0.04694,0.15407,0.12268,0.03139,0.00439,5e-05,0
3.92,16.38904,0.04681,0.15436,0.12292,0.03144,0.00443,5e-05,0
3.925,16.3196,0.04668,0.15465,0.12315,0.0315,0.00448,5e-05,0
3.93,16.25016,0.04655,0.15494,0.12338,0.03156,0.00452,5e-05,0
3.935,16.18072,0.04642,0.15523,0.12361,0.03162,0.00456,5e-05,0
3.94,16.11128,0.04628,0.15552,0.12384,0.03168,0.0046,5e-05,0
3.945,16.04184,0.04615,0.15581,0.12408,0.03173,0.00465,5e-05,0
3.95,15.9724,0.04601,0.1561,0.12431,0.03179,0.00469,5e-05,0
3.955,15.90296,0.04587,0.15639,0.12454,0.03185,0.00473,5e-05,0
3.96,15.83352,0.04574,0.15668,0.12477,0.03191,0.00478,5e-05,0
3.965,15.76408,0.0456,0.15697,0.125,0.03197,0.00482,5e-05,0
3.97,15.69464,0.04546,0.15726,0.12524,0.03202,0.00487,5e-05,0
3.975,15.6252,0.04531,0.15755,0.12547,0.03208,0.00491,5e-05,0
3.98,15.55576,0.04517,0.15784,0.1257,0.03214,0.00495,5e-05,0
3.985,15.48632,0.04503,0.15813,0.12593,0.0322,0.005,5e-05,0
3.99,15.41688,0.04488,0.15842,0.12616,0.03226,0.00504,5e-05,0
3.995,15.34744,0.04474,0.15871,0.1264,0.03231,0.00509,5e-05,0
4,15.278,0.04459,0.159,0.12663,0.03237,0.00513,5e-05,0
4.005,15.22522,0.0445,0.1593,0.12686,0.03244,0.00518,5e-05,0
4.01,15.17244,0.0444,0.1596,0.1271,0.0325,0.00522,5e-05,0
4.015,15.11966,0.0443,0.1599,0.12734,0.03256,0.00527,5e-05,0
4.02,15.06688,0.0442,0.1602,0.12757,0.03263,0.00532,5e-05,0
4.025,15.0141,0.0441,0.1605,0.12781,0.03269,0.00536,5e-05,0
4.03,14.96132,0.04399,0.1608,0.12805,0.03275,0.00541,6e-05,0
4.035,14.90854,0.04389,0.1611,0.12829,0.03281,0.00546,6e-05,0
4.04,14.85576,0.04379,0.1614,0.12853,0.03287,0.0055,6e-05,0
4.045,14.80298,0.04368,0.1617,0.12877,0.03293,0.00555,6e-05,0
4.05,14.7502,0.04358,0.162,0.12901,0.03299,0.0056,6e-05,0
4.055,14.69742,0.04347,0.1623,0.12925,0.03305,0.00564,6e-05,0
4.06,14.64464,0.04337,0.1626,0.12949,0.03311,0.00569,6e-05,0
4.065,14.59186,0.04326,0.1629,0.12973,0.03317,0.00574,6e-05,0
4.07,14.53908,0.04315,0.1632,0.12997,0.03323,0.00579,6e-05,0
4.075,14.4863,0.04305,0.1635,0.13021,0.03329,0.00583,6e-05,0
4.08,14.43352,0.04294,0.1638,0.13045,0.03335,0.00588,6e-05,0
4.085,14.38074,0.04283,0.1641,0.13069,0.03341,0.00593,6e-05,0
4.09,14.32796,0.04272,0.1644,0.13093,0.03347,0.00598,6e-05,0
4.095,14.27518,0.04261,0.1647,0.13117,0.03353,0.00603,6e-05,0
4.1,14.2224,0.0425,0.165,0.13141,0.03359,0.00608,6e-05,0
4.105,14.16962,0.04239,0.1653,0.13165,0.03365,0.00613,6e-05,0
4.11,14.11684,0.04227,0.1656,0.13189,0.03371,0.00617,6e-05,0
4.115,14.06406,0.04216,0.1659,0.13213,0.03377,0.00622,6e-05,0
4.12,14.01128,0.04205,0.1662,0.13237,0.03383,0.00627,6e-05,0
4.125,13.9585,0.04193,0.1665,0.13261,0.03389,0.00632,6e-05,0
4.13,13.90572,0.04182,0.1668,0.13285,0.03395,0.00637,6e-05,0
4.135,13.85294,0.0417,0.1671,0.13309,0.03401,0.00642,6e-05,0
4.14,13.80016,0.04159,0.1674,0.13333,0.03407,0.00647,6e-05,0
4.145,13.74738,0.04147,0.1677,0.13357,0.03413,0.00652,6e-05,0
4.15,13.6946,0.04135,0.168,0.13381,0.03419,0.00657,6e-05,0
4.155,13.64182,0.04124,0.1683,0.13405,0.03425,0.00663,6e-05,0
4.16,13.58904,0.04112,0.1686,0.13429,0.03431,0.00668,6e-05,0
4.165,13.53626,0.041,0.1689,0.13453,0.03437,0.00673,6e-05,0
4.17,13.48348,0.04088,0.1692,0.13477,0.03443,0.00678,6e-05,0
4.175,13.4307,0.04076,0.1695,0.13501,0.03449,0.00683,7e-05,0
4.18,13.37792,0.04064,0.1698,0.13525,0.03455,0.00688,7e-05,0
4.185,13.32514,0.04052,0.1701,0.13549,0.03461,0.00693,7e-05,0
4.19,13.27236,0.0404,0.1704,0.13573,0.03467,0.00699,7e-05,0
4.195,13.21958,0.04027,0.1707,0.13597,0.03473,0.00704,7e-05,0
4.2,13.1668,0.04015,0.171,0.13621,0.03479,0.00709,7e-05,0
4.205,13.11402,0.04003,0.1713,0.13645,0.03485,0.00714,7e-05,0
4.21,13.06124,0.0399,0.1716,0.13669,0.03491,0.0072,7e-05,0
4.215,13.00846,0.03978,0.1719,0.13693,0.03497,0.00725,7e-05,0
4.22,12.95568,0.03965,0.1722,0.13717,0.03503,0.0073,7e-05,0
4.225,12.9029,0.03953,0.1725,0.13741,0.03509,0.00735,7e-05,0
4.23,12.85012,0.0394,0.1728,0.13765,0.03515,0.00741,7e-05,0
4.235,12.79734,0.03928,0.1731,0.13789,0.03521,0.00746,7e-05,0
4.24,12.74456,0.03915,0.1734,0.13813,0.03527,0.00751,7e-05,0
4.245,12.69178,0.03902,0.1737,0.13837,0.03533,0.00757,7e-05,0
4.25,12.639,0.03889,0.174,0.13861,0.03539,0.00762,7e-05,0
4.255,12.58622,0.03876,0.1743,0.13885,0.03545,0.00768,7e-05,0
4.26,12.53344,0.03864,0.1746,0.13909,0.03551,0.00773,7e-05,0
4.265,12.48066,0.03851,0.1749,0.13933,0.03557,0.00778,7e-05,0
4.27,12.42788,0.03838,0.1752,0.13957,0.03563,0.00784,7e-05,0
4.275,12.3751,0.03825,0.1755,0.13981,0.03569,0.00789,7e-05,0
4.28,12.32232,0.03811,0.1758,0.14005,0.03575,0.00795,7e-05,0
4.285,12.26954,0.03798,0.1761,0.14029,0.03581,0.008,7e-05,1e-05
4.29,12.21676,0.03785,0.1764,0.14053,0.03587,0.00806,7e-05,1e-05
4.295,12.16398,0.03772,0.1767,0.14077,0.03593,0.00811,7e-05,1e-05
4.3,12.1112,0.03759,0.177,0.14101,0.03599,0.00817,7e-05,1e-05
4.305,12.05842,0.03745,0.1773,0.14125,0.03605,0.00823,7e-05,1e-05
4.31,12.00564,0.03732,0.1776,0.14149,0.03611,0.00828,8e-05,1e-05
4.315,11.95286,0.03718,0.1779,0.14173,0.03617,0.00834,8e-05,1e-05
4.32,11.90008,0.03705,0.1782,0.14197,0.03623,0.00839,8e-05,1e-05
4.325,11.8473,0.03692,0.1785,0.14221,0.03629,0.00845,8e-05,1e-05
4.33,11.79452,0.03678,0.1788,0.14245,0.03635,0.00851,8e-05,1e-05
4.335,11.74174,0.03664,0.1791,0.14269,0.03641,0.00856,8e-05,1e-05
4.34,11.68896,0.03651,0.1794,0.14293,0.03647,0.00862,8e-05,1e-05
4.345,11.63618,0.03637,0.1797,0.14317,0.03653,0.00868,8e-05,1e-05
4.35,11.5834,0.03623,0.18,0.14341,0.03659,0.00873,8e-05,1e-05
4.355,11.53062,0.0361,0.1803,0.14365,0.03665,0.00879,8e-05,1e-05
4.36,11.47784,0.03596,0.1806,0.14389,0.03671,0.00885,8e-05,1e-05
4.365,11.42506,0.03582,0.1809,0.14413,0.03677,0.00891,8e-05,1e-05
4.37,11.37228,0.03568,0.1812,0.14437,0.03683,0.00896,8e-05,1e-05
4.375,11.3195,0.03554,0.1815,0.14461,0.03689,0.00902,8e-05,1e-05
4.38,11.26672,0.0354,0.1818,0.14485,0.03695,0.00908,8e-05,1e-05
4.385,11.21394,0.03526,0.1821,0.14509,0.03701,0.00914,8e-05,1e-05
4.39,11.16116,0.03512,0.1824,0.14533,0.03707,0.0092,8e-05,1e-05
4.395,11.10838,0.03498,0.1827,0.14557,0.03713,0.00925,8e-05,1e-05
4.4,11.0556,0.03484,0.183,0.14581,0.03719,0.00931,8e-05,1e-05
4.405,11.00282,0.03469,0.1833,0.14605,0.03725,0.00937,8e-05,1e-05
4.41,10.95004,0.03455,0.1836,0.14629,0.03731,0.00943,8e-05,1e-05
4.415,10.89726,0.03441,0.1839,0.14653,0.03737,0.00949,8e-05,1e-05
4.42,10.84448,0.03427,0.1842,0.14677,0.03743,0.00955,8e-05,1e-05
4.425,10.7917,0.03412,0.1845,0.14701,0.03749,0.00961,8e-05,1e-05
4.43,10.73892,0.03398,0.1848,0.14725,0.03755,0.00967,8e-05,1e-05
4.435,10.68614,0.03384,0.1851,0.14749,0.03761,0.00973,8e-05,1e-05
4.44,10.63336,0.03369,0.1854,0.14773,0.03767,0.00979,8e-05,1e-05
4.445,10.58058,0.03355,0.1857,0.14797,0.03773,0.00985,8e-05,1e-05
4.45,10.5278,0.0334,0.186,0.14821,0.03779,0.00991,9e-05,1e-05
4.455,10.47502,0.03325,0.1863,0.14845,0.03785,0.00997,9e-05,1e-05
4.46,10.42224,0.03311,0.1866,0.14869,0.03791,0.01003,9e-05,1e-05
4.465,10.36946,0.03296,0.1869,0.14893,0.03797,0.01009,9e-05,1e-05
4.47,10.31668,0.03282,0.1872,0.14917,0.03803,0.01015,9e-05,1e-05
4.475,10.2639,0.03267,0.1875,0.14941,0.03809,0.01021,9e-05,1e-05
4.48,10.21112,0.03252,0.1878,0.14965,0.03815,0.01027,9e-05,1e-05
4.485,10.15834,0.03237,0.1881,0.14989,0.03821,0.01033,9e-05,1e-05
4.49,10.10556,0.03223,0.1884,0.15013,0.03827,0.01039,9e-05,1e-05
4.495,10.05278,0.03208,0.1887,0.15037,0.03833,0.01045,9e-05,1e-05
4.5,10,0.03193,0.189,0.15061,0.03839,0.01051,9e-05,1e-05
4.505,9.95833,0.03181,0.18933,0.15085,0.03848,0.01058,9e-05,1e-05
4.51,9.91666,0.0317,0.18966,0.15111,0.03855,0.01064,9e-05,1e-05
4.515,9.87499,0.03159,0.18999,0.15136,0.03863,0.0107,9e-05,1e-05
4.52,9.83332,0.03147,0.19032,0.15162,0.0387,0.01076,9e-05,1e-05
4.525,9.79165,0.03136,0.19065,0.15188,0.03877,0.01082,9e-05,1e-05
4.53,9.74998,0.03124,0.19098,0.15214,0.03884,0.01088,9e-05,1e-05
4.535,9.70831,0.03113,0.19131,0.1524,0.03891,0.01095,9e-05,1e-05
4.54,9.66664,0.03101,0.19164,0.15266,0.03898,0.01101,9e-05,1e-05
4.545,9.62497,0.03089,0.19197,0.15293,0.03904,0.01107,9e-05,1e-05
4.55,9.5833,0.03078,0.1923,0.15319,0.03911,0.01113,9e-05,1e-05
4.555,9.54163,0.03066,0.19263,0.15345,0.03918,0.0112,9e-05,1e-05
4.56,9.49996,0.03055,0.19296,0.15372,0.03924,0.01126,9e-05,1e-05
4.565,9.45829,0.03043,0.19329,0.15398,0.03931,0.01132,9e-05,1e-05
4.57,9.41662,0.03031,0.19362,0.15425,0.03937,0.01139,9e-05,1e-05
4.575,9.37495,0.03019,0.19395,0.15451,0.03944,0.01145,9e-05,2e-05
4.58,9.33328,0.03008,0.19428,0.15477,0.03951,0.01151,9e-05,2e-05
4.585,9.29161,0.02996,0.19461,0.15504,0.03957,0.01158,1e-04,2e-05
4.59,9.24994,0.02984,0.19494,0.1553,0.03964,0.01164,1e-04,2e-05
4.595,9.20827,0.02972,0.19527,0.15556,0.03971,0.0117,1e-04,2e-05
4.6,9.1666,0.0296,0.1956,0.15583,0.03977,0.01177,1e-04,2e-05
4.605,9.12493,0.02949,0.19593,0.15609,0.03984,0.01183,1e-04,2e-05
4.61,9.08326,0.02937,0.19626,0.15636,0.0399,0.0119,1e-04,2e-05
4.615,9.04159,0.02925,0.19659,0.15662,0.03997,0.01196,1e-04,2e-05
4.62,8.99992,0.02913,0.19692,0.15688,0.04004,0.01202,1e-04,2e-05
4.625,8.95825,0.02901,0.19725,0.15715,0.0401,0.01209,1e-04,2e-05
4.63,8.91658,0.02889,0.19758,0.15741,0.04017,0.01215,1e-04,2e-05
4.635,8.87491,0.02877,0.19791,0.15768,0.04023,0.01222,1e-04,2e-05
4.64,8.83324,0.02865,0.19824,0.15794,0.0403,0.01228,1e-04,2e-05
4.645,8.79157,0.02853,0.19857,0.1582,0.04037,0.01235,1e-04,2e-05
4.65,8.7499,0.02841,0.1989,0.15847,0.04043,0.01241,1e-04,2e-05
4.655,8.70823,0.02828,0.19923,0.15873,0.0405,0.01248,1e-04,2e-05
4.66,8.66656,0.02816,0.19956,0.159,0.04056,0.01254,1e-04,2e-05
4.665,8.62489,0.02804,0.19989,0.15926,0.04063,0.01261,1e-04,2e-05
4.67,8.58322,0.02792,0.20022,0.15952,0.0407,0.01268,1e-04,2e-05
4.675,8.54155,0.0278,0.20055,0.15979,0.04076,0.01274,1e-04,2e-05
4.68,8.49988,0.02768,0.20088,0.16005,0.04083,0.01281,1e-04,2e-05
4.685,8.45821,0.02755,0.20121,0.16032,0.04089,0.01287,1e-04,2e-05
4.69,8.41654,0.02743,0.20154,0.16058,0.04096,0.01294,1e-04,2e-05
4.695,8.37487,0.02731,0.20187,0.16084,0.04103,0.01301,1e-04,2e-05
4.7,8.3332,0.02718,0.2022,0.16111,0.04109,0.01307,1e-04,2e-05
4.705,8.29153,0.02706,0.20253,0.16137,0.04116,0.01314,1e-04,2e-05
4.71,8.24986,0.02694,0.20286,0.16164,0.04122,0.0132,1e-04,2e-05
4.715,8.20819,0.02681,0.20319,0.1619,0.04129,0.01327,1e-04,2e-05
4.72,8.16652,0.02669,0.20352,0.16216,0.04136,0.01334,1e-04,2e-05
4.725,8.12485,0.02657,0.20385,0.16243,0.04142,0.0134,0.00011,3e-05
4.73,8.08318,0.02644,0.20418,0.16269,0.04149,0.01347,0.00011,3e-05
4.735,8.04151,0.02632,0.20451,0.16296,0.04155,0.01354,0.00011,3e-05
4.74,7.99984,0.02619,0.20484,0.16322,0.04162,0.01361,0.00011,3e-05
4.745,7.95817,0.02607,0.20517,0.16348,0.04169,0.01367,0.00011,3e-05
4.75,7.9165,0.02594,0.2055,0.16375,0.04175,0.01374,0.00011,3e-05
4.755,7.87483,0.02582,0.20583,0.16401,0.04182,0.01381,0.00011,3e-05
4.76,7.83316,0.02569,0.20616,0.16428,0.04188,0.01388,0.00011,3e-05
4.765,7.79149,0.02557,0.20649,0.16454,0.04195,0.01394,0.00011,3e-05
4.77,7.74982,0.02544,0.20682,0.1648,0.04202,0.01401,0.00011,3e-05
4.775,7.70815,0.02531,0.20715,0.16507,0.04208,0.01408,0.00011,3e-05
4.78,7.66648,0.02519,0.20748,0.16533,0.04215,0.01415,0.00011,3e-05
4.785,7.62481,0.02506,0.20781,0.1656,0.04221,0.01422,0.00011,3e-05
4.79,7.58314,0.02493,0.20814,0.16586,0.04228,0.01428,0.00011,3e-05
4.795,7.54147,0.02481,0.20847,0.16612,0.04235,0.01435,0.00011,3e-05
4.8,7.4998,0.02468,0.2088,0.16639,0.04241,0.01442,0.00011,3e-05
4.805,7.45813,0.02455,0.20913,0.16665,0.04248,0.01449,0.00011,3e-05
4.81,7.41646,0.02443,0.20946,0.16692,0.04254,0.01456,0.00011,3e-05
4.815,7.37479,0.0243,0.20979,0.16718,0.04261,0.01463,0.00011,3e-05
4.82,7.33312,0.02417,0.21012,0.16744,0.04268,0.01469,0.00011,3e-05
4.825,7.29145,0.02404,0.21045,0.16771,0.04274,0.01476,0.00011,3e-05
4.83,7.24978,0.02392,0.21078,0.16797,0.04281,0.01483,0.00011,4e-05
4.835,7.20811,0.02379,0.21111,0.16824,0.04287,0.0149,0.00011,4e-05
4.84,7.16644,0.02366,0.21144,0.1685,0.04294,0.01497,0.00011,4e-05
4.845,7.12477,0.02353,0.21177,0.16876,0.04301,0.01504,0.00011,4e-05
4.85,7.0831,0.0234,0.2121,0.16903,0.04307,0.01511,0.00011,4e-05
4.855,7.04143,0.02327,0.21243,0.16929,0.04314,0.01518,0.00011,4e-05
4.86,6.99976,0.02314,0.21276,0.16956,0.0432,0.01525,0.00011,4e-05
4.865,6.95809,0.02301,0.21309,0.16982,0.04327,0.01532,0.00012,4e-05
4.87,6.91642,0.02289,0.21342,0.17008,0.04334,0.01539,0.00012,4e-05
4.875,6.87475,0.02276,0.21375,0.17035,0.0434,0.01546,0.00012,4e-05
4.88,6.83308,0.02263,0.21408,0.17061,0.04347,0.01553,0.00012,4e-05
4.885,6.79141,0.0225,0.21441,0.17088,0.04353,0.0156,0.00012,4e-05
4.89,6.74974,0.02237,0.21474,0.17114,0.0436,0.01567,0.00012,4e-05
4.895,6.70807,0.02224,0.21507,0.1714,0.04367,0.01574,0.00012,4e-05
4.9,6.6664,0.02211,0.2154,0.17167,0.04373,0.01581,0.00012,4e-05
4.905,6.62473,0.02198,0.21573,0.17193,0.0438,0.01588,0.00012,4e-05
4.91,6.58306,0.02184,0.21606,0.1722,0.04386,0.01595,0.00012,4e-05
4.915,6.54139,0.02171,0.21639,0.17246,0.04393,0.01602,0.00012,5e-05
4.92,6.49972,0.02158,0.21672,0.17272,0.044,0.01609,0.00012,5e-05
4.925,6.45805,0.02145,0.21705,0.17299,0.04406,0.01616,0.00012,5e-05
4.93,6.41638,0.02132,0.21738,0.17325,0.04413,0.01623,0.00012,5e-05
4.935,6.37471,0.02119,0.21771,0.17352,0.04419,0.01631,0.00012,5e-05
4.94,6.33304,0.02106,0.21804,0.17378,0.04426,0.01638,0.00012,5e-05
4.945,6.29137,0.02093,0.21837,0.17404,0.04433,0.01645,0.00012,5e-05
4.95,6.2497,0.02079,0.2187,0.17431,0.04439,0.01652,0.00012,5e-05
4.955,6.20803,0.02066,0.21903,0.17457,0.04446,0.01659,0.00012,5e-05
4.96,6.16636,0.02053,0.21936,0.17484,0.04452,0.01666,0.00012,5e-05
4.965,6.12469,0.0204,0.21969,0.1751,0.04459,0.01673,0.00012,5e-05
4.97,6.08302,0.02027,0.22002,0.17536,0.04466,0.0168,0.00012,5e-05
4.975,6.04135,0.02013,0.22035,0.17563,0.04472,0.01688,0.00012,5e-05
4.98,5.99968,0.02,0.22068,0.17589,0.04479,0.01695,0.00012,5e-05
4.985,5.95801,0.01987,0.22101,0.17616,0.04485,0.01702,0.00012,6e-05
4.99,5.91634,0.01974,0.22134,0.17642,0.04492,0.01709,0.00012,6e-05
4.995,5.87467,0.0196,0.22167,0.17668,0.04499,0.01716,0.00012,6e-05
5,5.833,0.01947,0.222,0.17695,0.04505,0.01724,0.00012,6e-05
5.005,5.80467,0.01938,0.22234,0.17722,0.04512,0.01731,0.00012,6e-05
5.01,5.77634,0.01929,0.22268,0.17748,0.0452,0.01738,0.00013,6e-05
5.015,5.74801,0.0192,0.22302,0.17775,0.04527,0.01745,0.00013,6e-05
5.02,5.71968,0.01911,0.22336,0.17802,0.04534,0.01753,0.00013,6e-05
5.025,5.69135,0.01902,0.2237,0.17829,0.04541,0.0176,0.00013,6e-05
5.03,5.66302,0.01893,0.22404,0.17856,0.04548,0.01767,0.00013,6e-05
5.035,5.63469,0.01885,0.22438,0.17883,0.04555,0.01774,0.00013,6e-05
5.04,5.60636,0.01876,0.22472,0.17911,0.04561,0.01782,0.00013,7e-05
5.045,5.57803,0.01867,0.22506,0.17938,0.04568,0.01789,0.00013,7e-05
5.05,5.5497,0.01858,0.2254,0.17965,0.04575,0.01796,0.00013,7e-05
5.055,5.52137,0.01849,0.22574,0.17992,0.04582,0.01804,0.00013,7e-05
5.06,5.49304,0.0184,0.22608,0.18019,0.04589,0.01811,0.00013,7e-05
5.065,5.46471,0.01831,0.22642,0.18047,0.04595,0.01818,0.00013,7e-05
5.07,5.43638,0.01822,0.22676,0.18074,0.04602,0.01825,0.00013,7e-05
5.075,5.40805,0.01813,0.2271,0.18101,0.04609,0.01833,0.00013,7e-05
5.08,5.37972,0.01804,0.22744,0.18128,0.04616,0.0184,0.00013,7e-05
5.085,5.35139,0.01795,0.22778,0.18155,0.04623,0.01848,0.00013,7e-05
5.09,5.32306,0.01786,0.22812,0.18183,0.04629,0.01855,0.00013,7e-05
5.095,5.29473,0.01777,0.22846,0.1821,0.04636,0.01862,0.00013,8e-05
5.1,5.2664,0.01768,0.2288,0.18237,0.04643,0.0187,0.00013,8e-05
5.105,5.23807,0.01759,0.22914,0.18264,0.0465,0.01877,0.00013,8e-05
5.11,5.20974,0.0175,0.22948,0.18291,0.04657,0.01884,0.00013,8e-05
5.115,5.18141,0.01741,0.22982,0.18319,0.04663,0.01892,0.00013,8e-05
5.12,5.15308,0.01732,0.23016,0.18346,0.0467,0.01899,0.00013,8e-05
5.125,5.12475,0.01722,0.2305,0.18373,0.04677,0.01907,0.00013,8e-05
5.13,5.09642,0.01713,0.23084,0.184,0.04684,0.01914,0.00013,8e-05
5.135,5.06809,0.01704,0.23118,0.18427,0.04691,0.01921,0.00013,8e-05
5.14,5.03976,0.01695,0.23152,0.18455,0.04697,0.01929,0.00013,9e-05
5.145,5.01143,0.01686,0.23186,0.18482,0.04704,0.01936,0.00013,9e-05
5.15,4.9831,0.01677,0.2322,0.18509,0.04711,0.01944,0.00013,9e-05
5.155,4.95477,0.01668,0.23254,0.18536,0.04718,0.01951,0.00014,9e-05
5.16,4.92644,0.01659,0.23288,0.18563,0.04725,0.01959,0.00014,9e-05
5.165,4.89811,0.0165,0.23322,0.18591,0.04731,0.01966,0.00014,9e-05
5.17,4.86978,0.0164,0.23356,0.18618,0.04738,0.01974,0.00014,9e-05
5.175,4.84145,0.01631,0.2339,0.18645,0.04745,0.01981,0.00014,9e-05
5.18,4.81312,0.01622,0.23424,0.18672,0.04752,0.01988,0.00014,1e-04
5.185,4.78479,0.01613,0.23458,0.18699,0.04759,0.01996,0.00014,1e-04
5.19,4.75646,0.01604,0.23492,0.18727,0.04765,0.02003,0.00014,1e-04
5.195,4.72813,0.01595,0.23526,0.18754,0.04772,0.02011,0.00014,1e-04
5.2,4.6998,0.01585,0.2356,0.18781,0.04779,0.02018,0.00014,1e-04
5.205,4.67147,0.01576,0.23594,0.18808,0.04786,0.02026,0.00014,1e-04
5.21,4.64314,0.01567,0.23628,0.18835,0.04793,0.02033,0.00014,1e-04
5.215,4.61481,0.01558,0.23662,0.18863,0.04799,0.02041,0.00014,1e-04
5.22,4.58648,0.01549,0.23696,0.1889,0.04806,0.02049,0.00014,0.00011
5.225,4.55815,0.01539,0.2373,0.18917,0.04813,0.02056,0.00014,0.00011
5.23,4.52982,0.0153,0.23764,0.18944,0.0482,0.02064,0.00014,0.00011
5.235,4.50149,0.01521,0.23798,0.18971,0.04827,0.02071,0.00014,0.00011
5.24,4.47316,0.01512,0.23832,0.18999,0.04833,0.02079,0.00014,0.00011
5.245,4.44483,0.01502,0.23866,0.19026,0.0484,0.02086,0.00014,0.00011
5.25,4.4165,0.01493,0.239,0.19053,0.04847,0.02094,0.00014,0.00011
5.255,4.38817,0.01484,0.23934,0.1908,0.04854,0.02101,0.00014,0.00012
5.26,4.35984,0.01475,0.23968,0.19107,0.04861,0.02109,0.00014,0.00012
5.265,4.33151,0.01465,0.24002,0.19135,0.04867,0.02117,0.00014,0.00012
5.27,4.30318,0.01456,0.24036,0.19162,0.04874,0.02124,0.00014,0.00012
5.275,4.27485,0.01447,0.2407,0.19189,0.04881,0.02132,0.00014,0.00012
